run_id,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251123-184549,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,1.4e-05,20480,0.009752,0.119,0.923,10,constant,True,512,3,simple,,,5,250000,64,12000
20251123-185041,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,2.2e-05,40960,0.009925,0.141,0.904,3,linear,False,256,3,simple,,,5,500000,128,12000
20251123-185542,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000175,81920,0.002308,0.292,0.943,5,constant,True,32,3,simple,,,5,2000000,256,12000
20251123-191529,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000207,20480,0.004841,0.272,0.938,10,constant,False,128,2,simple,,,5,2000000,512,12000
20251123-194316,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,3.8e-05,20480,0.000984,0.153,0.91,3,constant,True,128,3,simple,,,5,100000,512,12000
20251123-194427,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,4096,8.5e-05,327680,0.004911,0.188,0.942,8,linear,True,64,3,simple,,,5,2000000,128,12000
20251123-201630,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,0.000251,20480,0.001689,0.286,0.948,4,linear,False,512,2,simple,,,5,100000,2048,12000
20251123-201803,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,6.1e-05,40960,0.006602,0.23,0.913,8,constant,False,64,2,simple,,,5,2000000,64,12000
20251123-204722,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000194,81920,0.007324,0.106,0.914,4,constant,True,128,1,simple,,,5,100000,64,12000
20251123-204849,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000261,40960,0.001197,0.132,0.9,3,constant,True,64,1,simple,,,5,100000,64,12000
20251123-205013,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,9.8e-05,40960,0.001982,0.298,0.907,10,linear,False,128,1,simple,,,5,250000,256,12000
20251123-205439,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,5.4e-05,10240,0.005604,0.198,0.91,5,linear,False,64,1,simple,,,5,2000000,256,12000
20251123-211819,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,1024,3.3e-05,81920,0.002216,0.158,0.905,5,constant,True,64,3,simple,,,5,500000,2048,12000
20251123-212511,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,512,0.000295,40960,0.004845,0.241,0.924,4,linear,True,128,2,simple,,,5,500000,1024,12000
20251123-213112,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000278,81920,0.00239,0.117,0.912,3,linear,True,64,3,simple,,,5,2000000,2048,12000
20251123-215159,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,6e-05,81920,0.006519,0.121,0.909,4,linear,False,32,1,simple,,,5,100000,1024,12000
20251123-215322,Windows 11,"AMD64 Family 25 Model 33 Stepping 2, AuthenticAMD",8,34265653248,NVIDIA GeForce RTX 5080,16303.0,,ppo,3DBall,2048,0.000167,40960,0.005559,0.216,0.947,8,linear,False,64,2,simple,,,5,2000000,512,12000
20251122-222059,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000279,20480,0.003939,0.186,0.931,3,constant,True,64,2,simple,,,5,2000000,1024,12000
20251122-230218,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,5.9e-05,163840,0.006767,0.154,0.915,3,linear,True,256,1,simple,,,5,100000,256,12000
20251122-230332,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000141,40960,0.001301,0.265,0.947,3,constant,False,128,1,simple,,,5,500000,128,12000
20251122-231007,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000157,40960,0.000438,0.101,0.922,8,constant,False,64,2,simple,,,5,500000,512,12000
20251122-231737,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,3.4e-05,81920,0.001771,0.255,0.949,3,linear,False,128,3,simple,,,5,1000000,128,12000
20251122-233113,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000229,327680,0.008808,0.281,0.926,8,linear,True,512,1,simple,,,5,500000,256,12000
20251122-233813,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000223,163840,0.00446,0.139,0.941,5,linear,False,512,3,simple,,,5,500000,1024,12000
20251122-234622,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,9.9e-05,163840,0.008701,0.233,0.911,4,constant,True,32,1,simple,,,5,1000000,128,12000
20251122-235848,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,2.4e-05,40960,0.003483,0.137,0.901,10,linear,True,64,3,simple,,,5,1000000,64,12000
20251123-013820,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,9.6e-05,40960,0.002301,0.12,0.915,3,linear,False,512,2,simple,,,5,1000000,256,12000
20251123-113435,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,5.1e-05,40960,0.005822,0.253,0.921,8,linear,False,64,1,simple,,,5,2000000,1024,12000
20251123-120031,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,9.3e-05,20480,0.001326,0.254,0.922,5,constant,False,256,1,simple,,,5,2000000,64,12000
20251123-122345,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000121,10240,0.008144,0.2,0.933,3,constant,False,128,3,simple,,,5,250000,2048,12000
20251123-122642,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.00029,10240,0.008188,0.231,0.942,10,constant,True,32,3,simple,,,5,250000,1024,12000
20251123-123007,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000112,40960,0.004635,0.17,0.934,5,constant,True,512,1,simple,,,5,2000000,512,12000
20251123-125406,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.00023,81920,0.004823,0.157,0.913,3,constant,True,128,1,simple,,,5,100000,256,12000
20251123-125522,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000247,81920,0.007562,0.223,0.938,4,linear,False,64,3,simple,,,5,500000,2048,12000
20251123-130138,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,9e-05,40960,0.009152,0.223,0.947,10,linear,False,128,3,simple,,,5,100000,64,12000
20251123-130306,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000248,327680,0.008192,0.116,0.921,8,constant,True,128,1,simple,,,5,1000000,512,12000
20251123-131656,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000179,327680,0.001972,0.177,0.936,3,linear,False,64,3,simple,,,5,500000,2048,12000
20251123-132300,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,5.1e-05,81920,0.00833,0.177,0.914,10,linear,False,512,2,simple,,,5,1000000,64,12000
20251123-133841,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,2.9e-05,20480,0.004513,0.132,0.905,3,linear,True,32,3,simple,,,5,500000,1024,12000
20251123-134442,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,2.1e-05,10240,0.002595,0.148,0.92,10,constant,True,256,1,simple,,,5,2000000,128,12000
20251123-141107,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000151,81920,0.003588,0.232,0.92,3,constant,True,128,1,simple,,,5,100000,64,12000
20251123-141223,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,8.4e-05,163840,0.006015,0.146,0.905,8,linear,False,64,3,simple,,,5,100000,2048,12000
20251123-141336,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000298,163840,0.000314,0.238,0.907,4,constant,True,512,1,simple,,,5,1000000,512,12000
20251123-142603,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000134,40960,0.002484,0.26,0.933,3,linear,True,256,3,simple,,,5,2000000,256,12000
20251123-144926,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000261,163840,0.005878,0.248,0.92,8,constant,True,128,3,simple,,,5,2000000,64,12000
20251123-151634,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,2.5e-05,81920,0.005038,0.102,0.905,10,constant,False,64,2,simple,,,5,2000000,1024,12000
20251123-154456,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000125,40960,0.000969,0.269,0.934,10,constant,True,64,2,simple,,,5,500000,512,12000
20251123-155213,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,7.9e-05,10240,0.007189,0.26,0.934,3,constant,True,32,3,simple,,,5,2000000,128,12000
20251123-161351,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000293,20480,0.005673,0.271,0.949,4,linear,True,128,2,simple,,,5,500000,1024,12000
20251123-161953,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000105,40960,0.007929,0.186,0.943,10,constant,False,64,2,simple,,,5,1000000,64,12000
20251123-163936,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000191,40960,0.005825,0.173,0.914,8,constant,True,512,3,simple,,,5,250000,64,12000
20251123-164335,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.00022,10240,0.002983,0.267,0.914,3,linear,False,64,3,simple,,,5,500000,128,12000
20251123-164912,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000278,20480,0.003389,0.188,0.906,5,linear,False,64,1,simple,,,5,100000,2048,12000
20251123-165029,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.000209,81920,0.000924,0.236,0.944,5,linear,False,64,1,simple,,,5,2000000,128,12000
20251123-171407,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000198,327680,0.008619,0.279,0.948,8,constant,False,256,3,simple,,,5,250000,1024,12000
20251123-171702,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000182,81920,0.003072,0.204,0.927,3,constant,True,64,2,simple,,,5,500000,64,12000
20251123-172309,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,6e-05,40960,0.001764,0.295,0.947,10,linear,True,256,3,simple,,,5,500000,128,12000
20251123-173642,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,5.2e-05,10240,0.002943,0.27,0.942,10,constant,False,256,1,simple,,,5,2000000,64,12000
20251123-182301,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,8.7e-05,40960,0.003486,0.136,0.917,3,constant,False,256,3,simple,,,5,1000000,64,12000
20251123-184611,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,0.000127,40960,0.004817,0.148,0.939,4,constant,True,64,2,simple,,,5,1000000,64,12000
20251123-190314,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,1024,0.00013,20480,0.005392,0.236,0.911,3,linear,True,512,2,simple,,,5,100000,64,12000
20251123-190435,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000173,81920,0.004534,0.18,0.937,10,constant,False,64,1,simple,,,5,1000000,256,12000
20251123-192351,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,0.000183,163840,0.007161,0.224,0.9,8,constant,True,32,3,simple,,,5,1000000,256,12000
20251123-193723,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,512,3.7e-05,40960,0.003885,0.251,0.939,5,linear,False,64,3,simple,,,5,250000,128,12000
20251123-194056,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,2048,3.1e-05,163840,0.003732,0.156,0.937,10,constant,False,512,3,simple,,,5,2000000,64,12000
20251123-202607,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,0.000196,81920,0.001182,0.208,0.93,10,constant,False,512,1,simple,,,5,250000,64,12000
20251123-203059,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,3DBall,4096,1.5e-05,327680,0.009559,0.279,0.947,4,constant,True,128,2,simple,,,5,500000,2048,12000
20251125-155424,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000102,81920,0.005654,0.19,0.924,4,linear,False,256,3,simple,,,5,1000000,64,12000
20251125-161808,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,4.2e-05,81920,0.003347,0.247,0.926,4,constant,True,128,2,simple,,,5,250000,2048,12000
20251125-162650,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,5e-05,40960,0.003972,0.293,0.925,8,linear,True,256,1,simple,,,5,250000,1024,12000
20251125-163243,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,2048,0.000293,81920,0.001403,0.243,0.93,4,constant,False,512,1,simple,,,5,250000,1024,12000
20251125-163807,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,512,0.00018,40960,0.007519,0.187,0.924,3,constant,False,256,1,simple,,,5,2000000,512,12000
20251125-171940,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,0.000242,81920,0.009234,0.189,0.941,5,linear,False,256,3,simple,,,5,2000000,256,12000
20251125-180906,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,4096,0.000208,163840,0.000252,0.287,0.924,4,linear,True,256,2,simple,,,5,250000,64,12000
20251125-181514,macOS,Apple M2,8,8589934592,Chipset Model: Apple M2,,,ppo,Crawler,1024,0.000278,20480,0.006859,0.186,0.932,10,linear,False,64,2,simple,,,5,500000,64,12000
