episode,step,agent_id,observation,continuous_action,discrete_action,reward,done,action
4,3,8,"[0.03096047043800354, -0.05493247136473656, 1.4032783508300781, 3.466336488723755, 0.9720935821533203, 0.0, -3.1391985416412354, 0.0]","[0.2973913550376892, -0.3913033604621887]",[],0.1,False,
4,3,9,"[-0.10169528424739838, -0.04598009213805199, 0.36098790168762207, 3.466336488723755, -1.467024564743042, 0.0, -3.1391985416412354, 0.0]","[-0.8114810585975647, 0.8957720398902893]",[],0.1,False,
4,3,10,"[-0.08338447660207748, -0.009478387422859669, -1.3728666305541992, 3.466336727142334, 0.802220344543457, 0.0, -3.1391985416412354, 0.0]","[0.4399779736995697, 0.680793046951294]",[],0.1,False,
4,3,11,"[0.01789473369717598, 0.05098549649119377, -1.2597885131835938, 3.466336727142334, -0.1371912956237793, 0.0, -3.1391985416412354, 0.0]","[-0.4491102397441864, 0.07129865884780884]",[],0.1,False,
4,4,0,"[-0.005535759497433901, -0.11029131710529327, 0.6709518432617188, 3.0935568809509277, -0.7127542495727539, 0.0, -4.1201982498168945, 0.0]","[-0.9822759628295898, -0.29622185230255127]",[],0.1,False,
4,4,1,"[-0.13386958837509155, -0.0839746817946434, -1.435246467590332, 3.2897794246673584, -1.5215809345245361, 0.3581481873989105, -0.26593077182769775, -0.9761621952056885]","[0.7872995734214783, -0.22857263684272766]",[],0.1,False,
4,4,2,"[-0.08524619787931442, -0.0841311514377594, -0.05850410461425781, 3.439389228820801, 1.1333222389221191, -0.034667979925870895, -1.237740397453308, 0.33442938327789307]","[0.6991482973098755, 0.4869600832462311]",[],0.1,False,
4,4,3,"[-0.0675840899348259, 0.21961034834384918, 0.7010107040405273, 3.2487564086914062, -0.0006351470947265625, 0.5737375020980835, -0.46180543303489685, 0.7928897142410278]","[0.9243758916854858, 0.22475069761276245]",[],0.1,False,
4,4,4,"[-0.0639696791768074, 0.049514710903167725, 0.04210948944091797, 3.0935564041137695, 0.08277702331542969, 0.0, -4.1201982498168945, 0.0]","[0.521530270576477, -0.9702396988868713]",[],0.1,False,
4,4,5,"[0.1284833699464798, 0.004149480722844601, -0.42186903953552246, 3.0935564041137695, -0.3364076614379883, 0.0, -4.1201982498168945, 0.0]","[-0.42592641711235046, 0.39069968461990356]",[],0.1,False,
4,4,6,"[0.018683401867747307, -0.02910894714295864, -0.8168087005615234, 3.0935564041137695, 0.9429683685302734, 0.0, -4.1201982498168945, 0.0]","[-0.4675438106060028, -0.9172254800796509]",[],0.1,False,
4,4,7,"[-0.1710062325000763, 0.001307120081037283, 1.3527798652648926, 3.0935568809509277, 0.24576759338378906, 0.0, -4.1201982498168945, 0.0]","[0.32566168904304504, 0.5806220173835754]",[],0.1,False,
4,4,8,"[0.056809909641742706, -0.08896373957395554, 1.3442211151123047, 3.3836700916290283, 0.9358930587768555, -0.8701640367507935, -0.17829909920692444, -0.4298916459083557]","[-0.5065225958824158, -0.7344985604286194]",[],0.1,False,
4,4,9,"[-0.17192314565181732, 0.031141851097345352, 0.38539645075798035, 3.155733346939087, -1.4479830265045166, 1.2210164070129395, -1.01198410987854, 0.9580355882644653]","[0.35116878151893616, -0.05473148822784424]",[],0.1,False,
4,4,10,"[-0.04505376145243645, 0.049797967076301575, -1.3728666305541992, 3.0935568809509277, 0.802220344543457, 0.0, -4.1201982498168945, 0.0]","[-0.6059011816978455, 0.19975994527339935]",[],0.1,False,
4,4,11,"[-0.02126043103635311, 0.0570686049759388, -1.2597885131835938, 3.0935568809509277, -0.1371912956237793, 0.0, -4.1201982498168945, 0.0]","[-0.9749951362609863, 0.6254333853721619]",[],0.1,False,
4,5,0,"[-0.09063004702329636, -0.13554736971855164, 0.6552162170410156, 2.8353564739227295, -0.7406363487243652, -0.4562896192073822, -0.12516631186008453, -0.5980663299560547]","[-0.8619265556335449, 0.20498935878276825]",[],0.1,False,
4,5,1,"[-0.06611752510070801, -0.10479245334863663, -1.3994312286376953, 3.2043263912200928, -1.6191966533660889, 0.3581481873989105, -1.2469303607940674, -0.9761621952056885]","[0.8042048811912537, 0.8734937310218811]",[],0.1,False,
4,5,2,"[-0.023432236164808273, -0.04334045574069023, -0.06197547912597656, 3.2567548751831055, 1.1667652130126953, -0.034667979925870895, -2.2187399864196777, 0.33442938327789307]","[-0.29743051528930664, 0.6483506560325623]",[],0.1,False,
4,5,3,"[0.011315280571579933, 0.23718786239624023, 0.7626180648803711, 3.321582794189453, 0.15505313873291016, 0.5780808329582214, -0.5140378475189209, 1.0358082056045532]","[0.307277649641037, -0.23847034573554993]",[],0.1,False,
4,5,4,"[-0.018925653770565987, -0.0352906733751297, 0.11340713500976562, 3.011110305786133, 0.10646629333496094, 0.8940401673316956, -0.013572901487350464, 0.2913075387477875]","[0.748810887336731, -0.8831220269203186]",[],0.1,False,
4,5,5,"[0.09117421507835388, 0.03764357045292854, -0.49482864141464233, 2.995692253112793, -0.3635978698730469, -0.9486315250396729, -0.14853635430335999, -0.33036497235298157]","[0.9062068462371826, 0.9437549710273743]",[],0.1,False,
4,5,6,"[-0.02214975468814373, -0.1088787391781807, -0.844451904296875, 3.2974233627319336, 0.8986878395080566, -0.3020665943622589, -0.011060431599617004, -0.11204452067613602]","[-0.5119801759719849, -0.29297006130218506]",[],0.1,False,
4,5,7,"[-0.14415377378463745, 0.05201859399676323, 1.3816481828689575, 2.706601619720459, 0.26670408248901367, 1.4446090459823608, -0.9058561325073242, 1.0517363548278809]","[-0.8549575209617615, 0.7169075608253479]",[],0.1,False,
4,5,8,"[0.012645435519516468, -0.1523762196302414, 1.2479019165039062, 3.443596363067627, 0.8611006736755371, -0.9268607497215271, -0.21434438228607178, -0.6082015633583069]","[-0.4698930084705353, -0.33755090832710266]",[],0.1,False,
4,5,9,"[-0.1416940689086914, 0.026281505823135376, 0.5217152237892151, 3.0546765327453613, -1.348477840423584, 1.478791356086731, -0.9166818261146545, 1.0228453874588013]","[0.5974436402320862, -0.6669275760650635]",[],0.1,False,
4,5,10,"[-0.09767814725637436, 0.06722565740346909, -1.2523860931396484, 3.2000317573547363, 0.9270753860473633, 1.0128837823867798, -0.35230547189712524, 1.0925610065460205]","[0.7341004014015198, 0.3223879635334015]",[],0.1,False,
4,5,11,"[-0.10621793568134308, 0.11076988279819489, -1.2704296112060547, 3.4278931617736816, -0.08202600479125977, -0.5492755770683289, 0.12526513636112213, -0.01473730243742466]","[-0.5105009078979492, 0.027172164991497993]",[],0.1,False,
4,6,0,"[-0.16430778801441193, -0.11691053956747055, 0.6271629333496094, 2.8427412509918213, -0.8154640197753906, -0.2500365674495697, -0.09667213261127472, -0.7669133543968201]","[-0.39988085627555847, -0.22576770186424255]",[],0.1,False,
4,6,1,"[0.004470417276024818, -0.02943888120353222, -1.3636159896850586, 3.0207736492156982, -1.7168123722076416, 0.3581481873989105, -2.2279298305511475, -0.9761621952056885]","[-0.5905213356018066, 0.9466216564178467]",[],0.1,False,
4,6,2,"[-0.04788918420672417, 0.013827711343765259, -0.06544685363769531, 2.9760208129882812, 1.2002081871032715, -0.034667979925870895, -3.199739456176758, 0.33442938327789307]","[-0.929750919342041, -0.7930196523666382]",[],0.1,False,
4,6,3,"[0.0367317833006382, 0.2160988450050354, 0.8201675415039062, 3.2675232887268066, 0.28035926818847656, 0.5594133138656616, -0.5764936208724976, 1.3597379922866821]","[0.5303758978843689, -0.5196855664253235]",[],0.1,False,
4,6,4,"[0.046113271266222, -0.1122279167175293, 0.1942005157470703, 3.125947952270508, 0.10939407348632812, 0.8313706517219543, 0.11621025204658508, 0.16520486772060394]","[-0.19263069331645966, 0.36767247319221497]",[],0.1,False,
4,6,5,"[0.16806164383888245, 0.1200806275010109, -0.6419187784194946, 3.133808135986328, -0.3572831153869629, -1.0286582708358765, -0.3101584315299988, -0.20675384998321533]","[-0.3707219660282135, 0.09953294694423676]",[],0.1,False,
4,6,6,"[-0.06658568978309631, -0.1340237259864807, -0.8527345657348633, 3.4794960021972656, 0.831843376159668, -0.2362280637025833, -0.038356319069862366, -0.25794899463653564]","[-0.650117814540863, -0.7078595757484436]",[],0.1,False,
4,6,7,"[-0.21832285821437836, 0.11190377920866013, 1.532110571861267, 2.5797815322875977, 0.3720126152038574, 1.634389877319336, -1.2384090423583984, 1.083093285560608]","[-0.09915325045585632, 0.7089394330978394]",[],0.1,False,
4,6,8,"[-0.028133558109402657, -0.1809735745191574, 1.1551852226257324, 3.436361312866211, 0.7797775268554688, -0.9195117354393005, -0.26248252391815186, -0.8460452556610107]","[-0.700150191783905, -0.7439155578613281]",[],0.1,False,
4,6,9,"[-0.09001198410987854, -0.03165942057967186, 0.6695943474769592, 2.9041483402252197, -1.2461938858032227, 1.478791356086731, -1.8976813554763794, 1.0228453874588013]","[-0.12087458372116089, -0.5341832637786865]",[],0.1,False,
4,6,10,"[-0.03383506461977959, 0.09495644271373749, -1.1510963439941406, 3.1059412956237793, 1.0363306999206543, 1.0128837823867798, -1.33330500125885, 1.0925610065460205]","[-0.18985441327095032, -0.5469328761100769]",[],0.1,False,
4,6,11,"[-0.15013737976551056, 0.11268496513366699, -1.2645626068115234, 3.6289520263671875, -0.032061100006103516, -0.39660903811454773, 0.10114161670207977, 0.11018094420433044]","[-0.24986422061920166, 0.7588402032852173]",[],0.1,False,
4,7,0,"[-0.1987558752298355, -0.13537055253982544, 0.6265983581542969, 2.851804256439209, -0.9079875946044922, -0.026428911834955215, -0.24890939891338348, -0.9060760140419006]","[-0.5750290155410767, 0.6575540900230408]",[],0.1,False,
4,7,1,"[-0.04632020741701126, 0.05353190749883652, -1.3069672584533691, 3.3212006092071533, -1.7950239181518555, 0.3299081027507782, 0.07395048439502716, -0.959867000579834]","[0.6863608360290527, 0.4847775101661682]",[],0.1,False,
4,7,2,"[-0.1303243488073349, -0.05295325815677643, 0.025136947631835938, 3.2256479263305664, 1.2123570442199707, 0.41110461950302124, -0.08861136436462402, 0.22061757743358612]","[-0.011058780364692211, -0.47686511278152466]",[],0.1,False,
4,7,3,"[0.08008868247270584, 0.16986826062202454, 0.8683958053588867, 3.232715606689453, 0.4396800994873047, 0.4720373749732971, -0.482755184173584, 1.6277211904525757]","[-0.05655091628432274, 0.13607513904571533]",[],0.1,False,
4,7,4,"[0.029436646029353142, -0.08029566705226898, 0.2779712677001953, 3.0846920013427734, 0.12587833404541016, 0.8634538054466248, -0.565555214881897, 0.1637764275074005]","[-0.7210244536399841, 0.8245373368263245]",[],0.1,False,
4,7,5,"[0.13615453243255615, 0.127907857298851, -0.7648118138313293, 3.1111459732055664, -0.36554765701293945, -1.2722587585449219, -0.34544074535369873, -0.04290200397372246]","[0.20035091042518616, -0.5129654407501221]",[],0.1,False,
4,7,6,"[-0.12286242842674255, -0.19414746761322021, -0.7898082733154297, 3.8254919052124023, 0.6687917709350586, -0.0933486595749855, -0.14217612147331238, -0.3988284766674042]","[-0.9030624628067017, -0.35322797298431396]",[],0.1,False,
4,7,7,"[-0.22710873186588287, 0.17147913575172424, 1.7295258045196533, 2.481689929962158, 0.5001635551452637, 1.882045865058899, -1.4538744688034058, 1.2130622863769531]","[-0.015056506730616093, -0.08568581193685532]",[],0.1,False,
4,7,8,"[-0.08904270082712173, -0.24311202764511108, 1.0931062698364258, 3.5507423877716064, 0.6119461059570312, -0.8092237710952759, -0.3972490429878235, -1.056626558303833]","[0.4827561378479004, 0.19338978826999664]",[],0.1,False,
4,7,9,"[-0.10033329576253891, -0.07801719009876251, 0.8310433626174927, 2.7548303604125977, -1.1530296802520752, 1.8076496124267578, -0.444654256105423, 0.8022386431694031]","[0.6603135466575623, -0.6856812834739685]",[],0.1,False,
4,7,10,"[-0.050609041005373, 0.04750029370188713, -1.0411396026611328, 3.0185513496398926, 1.1559362411499023, 1.163449764251709, -0.2416405826807022, 1.2847421169281006]","[-0.6364409923553467, 0.16571398079395294]",[],0.1,False,
4,7,11,"[-0.17197751998901367, 0.17709898948669434, -1.2157478332519531, 3.8428397178649902, 0.05722475051879883, -0.17984066903591156, -0.03463132679462433, 0.26501160860061646]","[0.5739538669586182, 0.12892869114875793]",[],0.1,False,
4,8,0,"[-0.2455400675535202, -0.07840573787689209, 0.6883773803710938, 2.9148879051208496, -1.0233469009399414, 0.2692883312702179, -0.3022423982620239, -1.0066238641738892]","[-0.7267656922340393, 0.02900741808116436]",[],0.1,False,
4,8,1,"[0.013924251310527325, 0.09499559551477432, -1.269920825958252, 3.3777291774749756, -1.8888335227966309, 0.3456672430038452, 0.19562800228595734, -0.9618854522705078]","[-0.8965614438056946, 0.3890567123889923]",[],0.1,False,
4,8,2,"[-0.13205991685390472, -0.09406455606222153, 0.11583518981933594, 3.357485771179199, 1.2073869705200195, 0.570733904838562, -0.13408233225345612, 0.12912175059318542]","[-0.6793530583381653, -0.45982611179351807]",[],0.1,False,
4,8,3,"[0.07579287886619568, 0.18173545598983765, 0.9083194732666016, 3.180565357208252, 0.6175417900085449, 0.3655700981616974, -0.6326597929000854, 1.8438992500305176]","[-0.7779860496520996, -0.82350754737854]",[],0.1,False,
4,8,4,"[-0.0331263393163681, -0.008245999924838543, 0.36497020721435547, 2.9878463745117188, 0.14142847061157227, 0.8958658576011658, -0.6180657744407654, 0.12220962345600128]","[0.8249626755714417, 0.25406521558761597]",[],0.1,False,
4,8,5,"[0.15422123670578003, 0.08425691723823547, -0.8920376300811768, 3.017742156982422, -0.36983680725097656, -1.2722587585449219, -1.3264402151107788, -0.04290200397372246]","[0.96836256980896, -0.17119844257831573]",[],0.1,False,
4,8,6,"[-0.1994009166955948, -0.22263534367084503, -0.6484479904174805, 4.160762786865234, 0.4497532844543457, 0.07896217703819275, -0.3174562156200409, -0.551800012588501]","[0.5430014133453369, 0.8762754201889038]",[],0.1,False,
4,8,7,"[-0.22835731506347656, 0.1643056720495224, 1.933026671409607, 2.3199777603149414, 0.6327018737792969, 2.1322481632232666, -1.7091318368911743, 1.396304965019226]","[0.5417206883430481, 0.8715384602546692]",[],0.1,False,
4,8,8,"[-0.04794294759631157, -0.22749660909175873, 1.013575553894043, 3.4931488037109375, 0.48902320861816406, -0.7744165658950806, -0.6690027117729187, -1.3250340223312378]","[-0.9146538972854614, -0.9048972129821777]",[],0.1,False,
4,8,9,"[-0.04251445084810257, -0.13677667081356049, 1.016790509223938, 2.7335968017578125, -1.0856449604034424, 1.8837593793869019, 0.005634024739265442, 0.5734968185424805]","[0.5592103004455566, 0.6172763109207153]",[],0.1,False,
4,8,10,"[-0.10584858804941177, 0.06206056475639343, -0.8981876373291016, 3.1140952110290527, 1.3012323379516602, 1.240285873413086, -0.43612539768218994, 1.3160715103149414]","[0.3636524975299835, -0.9253025650978088]",[],0.1,False,
4,8,11,"[-0.12326007336378098, 0.18797941505908966, -1.233734130859375, 3.7805166244506836, 0.0837249755859375, -0.17984066903591156, -1.015630841255188, 0.26501160860061646]","[-0.7326838374137878, 0.5284215807914734]",[],0.1,False,
4,9,0,"[-0.2576615512371063, -0.07545948028564453, 0.74993896484375, 2.9009323120117188, -1.1338977813720703, 0.5728248953819275, -0.49513840675354004, -1.0982598066329956]","[0.12392102926969528, 0.9442442059516907]",[],0.1,False,
4,9,1,"[-0.06346996128559113, 0.1295149028301239, -1.2081365585327148, 3.670917272567749, -2.0007739067077637, 0.42300736904144287, -0.46780529618263245, -0.8714460134506226]","[0.4300380349159241, -0.3149670660495758]",[],0.1,False,
4,9,2,"[-0.19085198640823364, -0.1323648989200592, 0.2633819580078125, 3.562162399291992, 1.1550073623657227, 0.7026413083076477, -0.3031504154205322, -0.026517406105995178]","[-0.3160500228404999, -0.18584753572940826]",[],0.1,False,
4,9,3,"[0.005997816100716591, 0.11355327069759369, 0.9448785781860352, 3.058439254760742, 0.8019323348999023, 0.3655700981616974, -1.6136592626571655, 1.8438992500305176]","[0.3672120273113251, -0.23729947209358215]",[],0.1,False,
4,9,4,"[0.038957491517066956, 0.013558506034314632, 0.4537696838378906, 3.037445068359375, 0.15424299240112305, 0.8884583711624146, 0.06609681248664856, 0.12767332792282104]","[-0.10985516756772995, 0.689463198184967]",[],0.1,False,
4,9,5,"[0.2369433045387268, 0.07061847299337387, -1.0484157800674438, 2.9257736206054688, -0.36194276809692383, -1.6599843502044678, -0.8875845670700073, 0.13066348433494568]","[0.9738626480102539, -0.5300201177597046]",[],0.1,False,
4,9,6,"[-0.15207383036613464, -0.14968518912792206, -0.6405515670776367, 4.070157051086426, 0.3945736885070801, 0.07896217703819275, -1.2984557151794434, -0.551800012588501]","[-0.5199652910232544, -0.948463499546051]",[],0.1,False,
4,9,7,"[-0.18221324682235718, 0.2368137389421463, 2.2100677490234375, 2.261963367462158, 0.8422365188598633, 2.289350748062134, -1.8258899450302124, 1.582326889038086]","[-0.22618445754051208, -0.29008185863494873]",[],0.1,False,
4,9,8,"[-0.1254701167345047, -0.2563350200653076, 0.9531898498535156, 3.4739019870758057, 0.3090505599975586, -0.7254986763000488, -1.2184500694274902, -1.4444515705108643]","[-0.5805627107620239, -0.5970820188522339]",[],0.1,False,
4,9,9,"[0.004946577362716198, -0.0823875144124031, 1.2089287042617798, 2.8720195293426514, -1.0649545192718506, 1.9007972478866577, 0.0973069816827774, 0.432467520236969]","[-0.7165074944496155, 0.7772676944732666]",[],0.1,False,
4,9,10,"[-0.07422102242708206, -0.018338223919272423, -0.7461519241333008, 3.193514823913574, 1.4388175010681152, 1.37917959690094, -0.15557479858398438, 1.3520127534866333]","[0.5287733674049377, 0.5423916578292847]",[],0.1,False,
4,9,11,"[-0.18491069972515106, 0.23263874650001526, -1.1380348205566406, 3.964909553527832, 0.2581186294555664, 0.1474529653787613, -0.41399669647216797, 0.6497019529342651]","[-0.47911325097084045, -0.25865164399147034]",[],0.1,False,
4,10,0,"[-0.24298395216464996, 0.003610542044043541, 0.891082763671875, 2.9689900875091553, -1.2463963031768799, 0.9168749451637268, -0.44278305768966675, -1.097373604774475]","[0.8542799949645996, -0.0232100710272789]",[],0.1,False,
4,10,1,"[-0.026493461802601814, 0.10191960632801056, -1.1658363342285156, 3.565276622772217, -2.087918281555176, 0.42300736904144287, -1.4488048553466797, -0.8714460134506226]","[0.4278606176376343, -0.4243628680706024]",[],0.1,False,
4,10,2,"[-0.2178410142660141, -0.14761310815811157, 0.4009666442871094, 3.634066581726074, 1.1075801849365234, 0.927696704864502, -0.5183013677597046, -0.18791547417640686]","[-0.9100655317306519, -0.3232603073120117]",[],0.1,False,
4,10,3,"[0.03702286258339882, 0.09173603355884552, 0.9765911102294922, 2.952476978302002, 1.0044174194335938, 0.29662129282951355, -0.3717982769012451, 2.165933132171631]","[0.899543821811676, -0.2980741560459137]",[],0.1,False,
4,10,4,"[0.02960546687245369, 0.07366231828927994, 0.5408763885498047, 3.0447158813476562, 0.17097997665405273, 0.8554920554161072, 0.022468864917755127, 0.19512073695659637]","[0.8106713891029358, -0.001201803213916719]",[],0.1,False,
4,10,5,"[0.25332406163215637, 0.026025528088212013, -1.2194483280181885, 2.790739059448242, -0.347409725189209, -1.6974741220474243, -1.765386700630188, 0.142157644033432]","[0.5005069375038147, 0.8090369701385498]",[],0.1,False,
4,10,6,"[-0.19774341583251953, -0.22853153944015503, -0.5673685073852539, 4.050292015075684, 0.26699113845825195, 0.4678312838077545, -0.7365900874137878, -0.9842438101768494]","[-0.13294754922389984, -0.6504932045936584]",[],0.1,False,
4,10,7,"[-0.20147892832756042, 0.21299542486667633, 2.4390032291412354, 2.020514488220215, 1.0004701614379883, 2.289350748062134, -2.806889533996582, 1.582326889038086]","[0.5609102249145508, -0.4055652320384979]",[],0.1,False,
4,10,8,"[-0.17381973564624786, -0.2544400095939636, 0.9025306701660156, 3.3844385147094727, 0.12946510314941406, -0.4117952287197113, -0.9319563508033752, -1.9220764636993408]","[-0.3490768373012543, 0.7606081962585449]",[],0.1,False,
4,10,9,"[-0.05858246609568596, -0.015810200944542885, 1.4007915258407593, 2.8261525630950928, -1.0219035148620605, 1.990503191947937, -0.7206346392631531, 0.4226480722427368]","[-0.966874361038208, 0.35295775532722473]",[],0.1,False,
4,10,10,"[-0.028268082067370415, 0.029062658548355103, -0.6082363128662109, 3.1190977096557617, 1.5740199089050293, 1.37917959690094, -1.136574387550354, 1.3520127534866333]","[0.8178911209106445, 0.16470536589622498]",[],0.1,False,
4,10,11,"[-0.22458681464195251, 0.21090945601463318, -1.0935688018798828, 4.020340442657471, 0.40126657485961914, 0.24401411414146423, -0.47520899772644043, 1.0930097103118896]","[-0.8241394758224487, 0.780867874622345]",[],0.1,False,
4,11,0,"[-0.1703301966190338, -0.0029442652594298124, 0.9827690124511719, 2.865851879119873, -1.356133222579956, 0.9168749451637268, -1.4237825870513916, -1.097373604774475]","[-0.09802856296300888, -0.059902168810367584]",[],0.1,False,
4,11,1,"[0.010251922532916069, 0.06458748131990433, -1.1235361099243164, 3.3615362644195557, -2.175062656402588, 0.42300736904144287, -2.4298043251037598, -0.8714460134506226]","[-0.883358359336853, 0.7179992198944092]",[],0.1,False,
4,11,2,"[-0.2640243470668793, -0.17362351715564728, 0.6162528991699219, 3.754899024963379, 1.0098819732666016, 1.110366702079773, -0.8415672779083252, -0.3459835350513458]","[-0.706925630569458, 0.4752933084964752]",[],0.1,False,
4,11,3,"[0.1137607991695404, 0.06241365894675255, 0.9544572830200195, 3.1718854904174805, 1.2534618377685547, 0.17165833711624146, -0.2081516832113266, 2.1422834396362305]","[-0.7178531289100647, -0.140102356672287]",[],0.1,False,
4,11,4,"[0.09999308735132217, 0.07319576293230057, 0.5995750427246094, 3.178224563598633, 0.21561527252197266, 0.7256470918655396, 0.10465742647647858, 0.3018066883087158]","[-0.6290886998176575, -0.5950461030006409]",[],0.1,False,
4,11,5,"[0.25318774580955505, 0.09417615085840225, -1.4677982330322266, 2.7400760650634766, -0.31383848190307617, -2.1693191528320312, -1.2874947786331177, 0.24859865009784698]","[-0.823060929775238, -0.8730674386024475]",[],0.1,False,
4,11,6,"[-0.20924346148967743, -0.26065248250961304, -0.4282846450805664, 4.117839813232422, 0.05893135070800781, 0.6717082858085632, -1.112404227256775, -1.2235665321350098]","[0.8064739108085632, -0.8883136510848999]",[],0.1,False,
4,11,7,"[-0.15486441552639008, 0.17811159789562225, 2.7366130352020264, 1.9644699096679688, 1.2442870140075684, 2.485780715942383, -1.5934370756149292, 1.9428142309188843]","[0.24074752628803253, -0.7573108673095703]",[],0.1,False,
4,11,8,"[-0.199266716837883, -0.18947505950927734, 0.8613510131835938, 3.2323830127716064, -0.0627431869506836, -0.4117952287197113, -1.9129558801651, -1.9220764636993408]","[0.8004804849624634, 0.5826596617698669]",[],0.1,False,
4,11,9,"[-0.1428801566362381, 0.013700808398425579, 1.599841833114624, 2.6952290534973145, -0.9796390533447266, 1.990503191947937, -1.701634168624878, 0.4226480722427368]","[-0.31828582286834717, -0.3252202868461609]",[],0.1,False,
4,11,10,"[0.04304434731602669, 0.04344313591718674, -0.4703207015991211, 2.946580410003662, 1.7092223167419434, 1.37917959690094, -2.1175739765167236, 1.3520127534866333]","[0.7454540133476257, -0.38818103075027466]",[],0.1,False,
4,11,11,"[-0.2524576485157013, 0.2616852819919586, -1.128347396850586, 4.041271686553955, 0.5595788955688477, -0.06339436769485474, -0.6552660465240479, 1.3312891721725464]","[-0.9468427896499634, 0.7832474708557129]",[],0.1,False,
4,12,0,"[-0.17905442416667938, -0.007561082020401955, 1.1110115051269531, 2.7985780239105225, -1.469940423965454, 1.3927593231201172, -0.6517813205718994, -1.1329131126403809]","[-0.2192608267068863, -0.14845995604991913]",[],0.1,False,
4,12,1,"[-0.06582200527191162, 0.12770316004753113, -1.0664196014404297, 3.3803675174713135, -2.325366258621216, 0.4904578924179077, -0.9376108646392822, -1.1465189456939697]","[-0.7296428084373474, -0.8893246054649353]",[],0.1,False,
4,12,2,"[-0.26311808824539185, -0.1341395080089569, 0.7272891998291016, 3.611882209777832, 0.9752826690673828, 1.110366702079773, -1.8225667476654053, -0.3459835350513458]","[0.9220311045646667, 0.7335670590400696]",[],0.1,False,
4,12,3,"[0.050941795110702515, 0.053246498107910156, 0.971623420715332, 3.092210292816162, 1.4676904678344727, 0.17165833711624146, -1.1891511678695679, 2.1422834396362305]","[-0.7626228928565979, 0.9640890955924988]",[],0.1,False,
4,12,4,"[0.0449288971722126, 0.021878577768802643, 0.6721401214599609, 3.1298303604125977, 0.24579668045043945, 0.7256470918655396, -0.8763421773910522, 0.3018066883087158]","[-0.3672720193862915, -0.14110922813415527]",[],0.1,False,
4,12,5,"[0.18371161818504333, 0.01939072646200657, -1.6931456327438354, 2.5757055282592773, -0.2882823944091797, -2.5898847579956055, -1.106469988822937, 0.28332245349884033]","[-0.2062869369983673, -0.4392949640750885]",[],0.1,False,
4,12,6,"[-0.14245644211769104, -0.2609492242336273, -0.3611125946044922, 3.947739601135254, -0.06342506408691406, 0.6717082858085632, -2.0934038162231445, -1.2235665321350098]","[-0.8108155727386475, 0.43563783168792725]",[],0.1,False,
4,12,7,"[-0.1352117508649826, 0.1131417453289032, 3.027897596359253, 1.9791712760925293, 1.4859495162963867, 2.449423313140869, -1.1660847663879395, 1.9836056232452393]","[-0.037622712552547455, 0.023731382563710213]",[],0.1,False,
4,12,8,"[-0.12850771844387054, -0.14433397352695465, 0.8201713562011719, 2.9822275638580322, -0.25495147705078125, -0.4117952287197113, -2.8939554691314697, -1.9220764636993408]","[0.8137350082397461, 0.4787917733192444]",[],0.1,False,
4,12,9,"[-0.16993901133537292, -0.014663702808320522, 1.8097385168075562, 2.5196757316589355, -0.9402575492858887, 2.2609901428222656, -1.345655083656311, 0.3504103124141693]","[-0.3045121431350708, 0.393982470035553]",[],0.1,False,
4,12,10,"[0.10775407403707504, 0.009512650780379772, -0.3702688217163086, 2.9494361877441406, 1.854743480682373, 1.0003286600112915, 0.1926998347043991, 1.4799737930297852]","[0.01516998466104269, 0.3830496370792389]",[],0.1,False,
4,12,11,"[-0.2524576485157013, 0.2616852819919586, -1.1533851623535156, 3.9566659927368164, 0.7035965919494629, -0.36664414405822754, -0.9817026853561401, 1.5052576065063477]","[0.04623725265264511, 0.15923038125038147]",[],0.1,False,
4,13,7,"[-0.13585393130779266, 0.11355585604906082, 3.027897596359253, 1.9791712760925293, 1.4859495162963867, 2.449423313140869, -1.1660847663879395, 1.9836056232452393]",,,-1.0,True,
5,0,0,"[0.08480508625507355, 0.08163142949342728, -0.3564605712890625, 3.9960761070251465, -1.0314483642578125, 0.0, -0.1961999237537384, 0.0]","[0.49578073620796204, 0.5407497882843018]",[],0.1,False,
5,0,1,"[-0.06956800818443298, 0.04376200586557388, 0.35918140411376953, 3.9960761070251465, 0.9830570220947266, 0.0, -0.1961999237537384, 0.0]","[0.29516130685806274, 0.6765621304512024]",[],0.1,False,
5,0,2,"[0.018308721482753754, -0.0684489756822586, 1.133544921875, 3.9960756301879883, -1.124114990234375, 0.0, -0.1961999237537384, 0.0]","[-0.5627239942550659, -0.2679927349090576]",[],0.1,False,
5,0,3,"[-0.025990383699536324, 0.019729316234588623, -0.22896862030029297, 3.9960761070251465, 1.0361509323120117, 0.0, -0.1961999237537384, 0.0]","[0.030864911153912544, -0.8408516645431519]",[],0.1,False,
5,0,4,"[-0.038547880947589874, 0.017095889896154404, -0.38498973846435547, 3.9960756301879883, 0.6155533790588379, 0.0, -0.1961999237537384, 0.0]","[0.3887205719947815, -0.316467821598053]",[],0.1,False,
5,0,5,"[-0.035296738147735596, 0.051124148070812225, 0.06175112724304199, 3.9960756301879883, 0.10401058197021484, 0.0, -0.1961999237537384, 0.0]","[-0.5825053453445435, -0.6055609583854675]",[],0.1,False,
5,0,6,"[-0.05385858193039894, 0.019580954685807228, 0.5729684829711914, 3.9960756301879883, 1.4257164001464844, 0.0, -0.1961999237537384, 0.0]","[0.8311437368392944, -0.8513479828834534]",[],0.1,False,
